project_id,mp_name,state,constituency,district,work_name,work_category,recommendation_date,sanction_date,start_date,estimated_cost_lakh,sanctioned_amount_lakh,expected_completion_date,actual_completion_date,status,agency_id,vendor_id,latitude,longitude,planned_progress_pct,physical_progress_pct,expenditure_lakh,prototype_anomaly_seed
MPL-0300,MP-090,Bihar,Constituency-007,District-04,Sanitation Project 0300,Sanitation,2026-02-05,2026-02-23,2026-02-23,21.31,19.73,2026-09-03,2026-10-25,Completed,AG020,V072,26.100214,85.297826,54.19609082504852,45.39432798179911,5.2716391400666245,normal
MPL-0301,MP-438,Uttar Pradesh,Constituency-108,District-18,Sports Facility Project 0301,Sports Facility,2026-05-20,2026-05-27,2026-05-27,20.77,20.15,2027-04-15,2026-11-20,Completed,AG022,V077,27.837493,78.544913,66.84314608432632,99.2145345938278,6.032042190792588,sudden_progress_jump
MPL-0302,MP-295,Uttar Pradesh,Constituency-055,District-20,Health Facility Project 0302,Health Facility,2026-04-30,2026-05-15,2026-05-15,58.1,57.36,2027-01-03,,Under Review,AG017,V053,28.577571,77.338648,41.011622893997945,45.0656503287769,33.461452594867346,normal
MPL-0303,MP-025,West Bengal,Constituency-060,District-21,Health Facility Project 0303,Health Facility,2026-05-08,2026-06-07,2026-06-07,43.74,43.75,2027-04-27,,Ongoing,AG030,V017,22.393403,87.23402,62.37576128607798,14.357320962018257,3.2883465481660625,low_expenditure
MPL-0304,MP-519,West Bengal,Constituency-071,District-11,Street Lighting Project 0304,Street Lighting,2026-02-26,2026-03-27,2026-03-27,48.35,47.87,2026-12-21,2026-11-18,Completed,AG014,V006,26.334776,89.497767,35.62134973879164,28.04746679525362,19.11267925083974,normal
MPL-0305,MP-140,Tamil Nadu,Constituency-062,District-05,Street Lighting Project 0305,Street Lighting,2026-05-13,2026-06-07,2026-06-07,67.91,63.93,2026-12-11,,Ongoing,AG024,V073,11.57654,78.126043,80.86039150943255,89.15054634497264,32.21607771537423,normal
MPL-0306,MP-153,Tamil Nadu,Constituency-036,District-27,Drainage Project 0306,Drainage,2026-01-10,2026-01-15,2026-01-15,29.55,29.54,2026-11-24,2026-07-10,Completed,AG026,V053,11.199314,77.353126,52.35265627901812,52.14213674475664,10.645598885885274,normal
MPL-0307,MP-381,Bihar,Constituency-058,District-27,School Infrastructure Project 0307,School Infrastructure,2026-03-27,2026-04-10,2026-04-10,50.85,51.62,2026-11-23,,Ongoing,AG019,V078,26.364913,84.462507,76.33471147682874,24.51900006082914,42.29798998071142,financial_physical_mismatch
MPL-0308,MP-336,Karnataka,Constituency-019,District-25,Health Facility Project 0308,Health Facility,2026-02-13,2026-02-21,2026-02-21,39.95,36.86,2026-09-12,2027-02-14,Completed,AG026,V005,13.354776,74.787767,61.54647551307505,60.54767029853373,12.930937310700386,normal
MPL-0309,MP-342,Gujarat,Constituency-060,District-29,Water Supply Project 0309,Water Supply,2026-04-22,2026-04-28,2026-04-28,59.38,58.04,2027-02-01,,Ongoing,AG024,V005,22.064776,73.247767,35.22604280787685,43.73746437633507,35.644554156152246,normal
MPL-0310,MP-016,Uttar Pradesh,Constituency-080,District-18,Road Project 0310,Road,2026-05-23,2026-06-13,2026-06-13,31.1,29.27,2027-02-01,2026-12-19,Completed,AG019,V040,27.743236,78.621174,50.215724626743565,45.23702001777653,31.738742037959984,cost_overrun
MPL-0311,MP-109,Bihar,Constituency-050,District-02,Health Facility Project 0311,Health Facility,2026-06-23,2026-06-30,2026-06-30,49.33,46.31,2027-03-09,,Ongoing,AG009,V019,24.764803,84.91422,52.12576578355922,15.666831782660768,41.709494279727664,financial_physical_mismatch
MPL-0312,MP-135,West Bengal,Constituency-012,District-27,Sports Facility Project 0312,Sports Facility,2026-05-08,2026-06-07,2026-06-07,30.5,30.8,2027-03-05,,Under Review,AG021,V058,23.159314,88.483126,74.20942766004904,76.96857349959564,16.408607979284067,normal
MPL-0313,MP-333,Madhya Pradesh,Constituency-059,District-16,Sanitation Project 0313,Sanitation,2026-04-26,2026-05-01,2026-05-01,76.22,71.33,2026-10-10,,Delayed,AG022,V060,23.577571,76.408648,84.26354739019136,32.9316105442458,31.57266616056061,delay
MPL-0314,MP-310,Madhya Pradesh,Constituency-069,District-15,Drainage Project 0314,Drainage,2026-02-25,2026-03-14,2026-03-14,51.52,48.12,2026-12-08,,Ongoing,AG028,V022,22.573403,76.81402,40.66127156699247,46.647435195943245,32.3501915487141,payment_milestone_issue
MPL-0315,MP-178,Rajasthan,Constituency-085,District-22,Public Library Project 0315,Public Library,2026-04-02,2026-04-09,2026-04-09,32.53,32.84,2026-10-22,,Ongoing,AG006,V062,23.554776,74.487767,67.5033609473196,72.75826843289792,15.787418358880462,normal
MPL-0316,MP-336,Madhya Pradesh,Constituency-064,District-21,Community Hall Project 0316,Community Hall,2026-04-03,2026-04-29,2026-04-29,47.97,48.47,2027-01-17,,Under Review,AG019,V077,24.934776,79.627767,44.68957012103471,53.719005941371805,59.968797201032096,cost_overrun
MPL-0317,MP-312,Gujarat,Constituency-118,District-30,Sports Facility Project 0317,Sports Facility,2026-01-20,2026-02-07,2026-02-07,18.74,18.34,2027-01-22,2026-10-01,Completed,AG029,V001,23.329314,69.983126,56.44904631269327,57.16353744040417,6.486918681449239,normal
MPL-0318,MP-289,Karnataka,Constituency-111,District-01,Sports Facility Project 0318,Sports Facility,2026-04-29,2026-05-11,2026-05-11,69.03,69.98,2027-02-18,,Ongoing,AG001,V079,12.950914,77.527726,38.43258071919723,27.88069593069945,64.08343243158451,financial_physical_mismatch
MPL-0319,MP-158,Tamil Nadu,Constituency-037,District-28,Street Lighting Project 0319,Street Lighting,2026-03-27,2026-04-22,2026-04-22,23.21,21.8,2027-03-07,,Under Review,AG013,V049,12.797493,79.594913,42.64878761285898,42.86806234578466,15.193807907577348,estimate_revision
MPL-0320,MP-185,Maharashtra,Constituency-059,District-17,School Infrastructure Project 0320,School Infrastructure,2026-05-31,2026-06-18,2026-06-18,78.2,73.11,2027-04-05,,Under Review,AG024,V063,17.004976,73.359767,42.54711475464224,48.27783027643099,51.60695726995941,normal
MPL-0321,MP-039,Tamil Nadu,Constituency-073,District-16,Water Supply Project 0321,Water Supply,2026-05-08,2026-06-04,2026-06-04,49.61,50.26,2026-12-02,2026-11-19,Completed,AG006,V055,11.248976,78.916467,48.02124820029102,47.05928190865114,23.50881551283776,normal
MPL-0322,MP-320,Karnataka,Constituency-079,District-02,School Infrastructure Project 0322,School Infrastructure,2026-02-26,2026-03-13,2026-03-13,45.22,44.21,2027-01-06,,Ongoing,AG024,V068,12.310576,76.687167,68.5538835068386,61.94897219731274,25.82975041637473,normal
MPL-0323,MP-267,Madhya Pradesh,Constituency-008,District-21,Public Library Project 0323,Public Library,2026-05-07,2026-05-27,2026-05-27,38.31,39.29,2027-02-15,2027-05-08,Completed,AG029,V061,24.967571,79.528648,78.90227721038451,73.26486296124135,10.558123027529096,normal
MPL-0324,MP-155,Uttar Pradesh,Constituency-085,District-15,Sports Facility Project 0324,Sports Facility,2026-04-19,2026-05-05,2026-05-05,17.13,15.9,2026-11-22,,Ongoing,AG001,V037,27.394776,79.667767,78.10695521743361,100.0,9.164327725170184,sudden_progress_jump
MPL-0325,MP-393,Rajasthan,Constituency-031,District-22,Drainage Project 0325,Drainage,2025-12-21,2026-01-09,2026-01-09,78.85,80.93,2026-10-03,,Under Review,AG006,V068,23.519314,74.373126,67.7549250525743,73.8328479435899,56.16020296011836,normal
MPL-0326,MP-400,West Bengal,Constituency-061,District-09,Health Facility Project 0326,Health Facility,2026-01-21,2026-01-30,2026-01-30,20.07,19.34,2026-08-11,,Under Review,AG002,V034,22.257733,87.25829,51.57519214745345,55.99050414604084,12.547535979498862,normal
MPL-0327,MP-277,Uttar Pradesh,Constituency-035,District-26,Drainage Project 0327,Drainage,2026-05-08,2026-05-16,2026-05-16,76.82,71.5,2027-05-05,2027-01-16,Completed,AG013,V041,26.309314,80.733126,64.2211343724901,60.00535245310044,49.8674476234058,normal
MPL-0328,MP-422,Madhya Pradesh,Constituency-013,District-17,Water Supply Project 0328,Water Supply,2026-02-11,2026-02-19,2026-02-19,32.29,32.16,2026-12-29,,Ongoing,AG024,V076,24.084776,75.117767,44.89541588149846,44.94289210038301,19.50777313889618,normal
MPL-0329,MP-089,Uttar Pradesh,Constituency-110,District-20,Sanitation Project 0329,Sanitation,2025-12-29,2026-01-07,2026-01-07,14.62,14.96,2026-12-11,,Ongoing,AG007,V005,28.44224,77.370043,71.11330352103846,77.49340453697984,11.276236860087542,normal
MPL-0330,MP-166,West Bengal,Constituency-100,District-03,School Infrastructure Project 0330,School Infrastructure,2026-06-15,2026-06-28,2026-06-28,26.24,25.49,2027-02-10,2027-02-08,Completed,AG029,V015,23.703676,87.013867,86.49001329514593,100.0,18.837837921694614,sudden_progress_jump
MPL-0331,MP-224,Tamil Nadu,Constituency-079,District-21,Road Project 0331,Road,2026-02-07,2026-02-15,2026-02-15,13.0,13.36,2026-12-04,,Under Review,AG009,V034,8.866874,78.129314,46.03680129026326,42.67475908616432,15.689254491398362,cost_overrun
MPL-0332,MP-004,Karnataka,Constituency-066,District-23,Road Project 0332,Road,2026-04-28,2026-05-27,2026-05-27,63.96,58.98,2027-01-26,2027-02-11,Completed,AG003,V010,13.144776,78.177767,62.37357577820856,23.981127881467632,44.25396176259704,financial_physical_mismatch
MPL-0333,MP-057,Karnataka,Constituency-081,District-21,Public Library Project 0333,Public Library,2026-04-02,2026-04-09,2026-04-09,66.89,65.09,2027-03-31,,Under Review,AG008,V001,13.341933,77.65409,66.19841370315643,74.76934182835336,28.65435675545263,normal
MPL-0334,MP-368,Tamil Nadu,Constituency-063,District-03,Community Hall Project 0334,Community Hall,2026-02-19,2026-03-16,2026-03-16,22.62,22.19,2027-02-24,,Ongoing,AG027,V059,9.939976,78.167567,88.21321283376963,90.74936278411056,9.06242446849244,estimate_revision
MPL-0335,MP-038,Maharashtra,Constituency-044,District-02,Water Supply Project 0335,Water Supply,2026-02-16,2026-03-03,2026-03-03,35.99,36.25,2027-01-02,,Ongoing,AG001,V076,21.125114,79.021326,70.38742007259427,69.38047140592246,27.601675766170278,normal
MPL-0336,MP-020,Karnataka,Constituency-061,District-30,Water Supply Project 0336,Water Supply,2026-04-04,2026-04-28,2026-04-28,70.65,69.17,2027-04-16,,Under Review,AG026,V067,14.879314,75.013126,75.75783246654282,68.88351698376209,19.93325431010752,normal
MPL-0337,MP-065,Gujarat,Constituency-103,District-07,Road Project 0337,Road,2026-03-02,2026-03-20,2026-03-20,40.85,38.35,2026-10-10,,Ongoing,AG006,V007,21.536976,70.505667,67.50733691094568,73.49894082175207,11.74873481084972,normal
MPL-0338,MP-379,Telangana,Constituency-071,District-06,Health Facility Project 0338,Health Facility,2026-05-01,2026-05-20,2026-05-20,31.15,31.96,2026-12-21,,Ongoing,AG004,V074,18.743514,79.450226,46.7277510615627,21.299547219637383,27.853460150951644,financial_physical_mismatch
MPL-0339,MP-488,Gujarat,Constituency-089,District-05,Community Hall Project 0339,Community Hall,2026-03-27,2026-04-07,2026-04-07,9.13,8.89,2026-11-13,2026-12-29,Completed,AG026,V079,21.812071,72.100548,35.34922682044893,27.296309655698632,2.6425067806076465,normal
MPL-0340,MP-005,Madhya Pradesh,Constituency-072,District-08,Street Lighting Project 0340,Street Lighting,2026-05-26,2026-06-06,2026-06-06,10.71,10.07,2027-05-29,2027-02-28,Completed,AG008,V023,24.559314,80.763126,62.493819919696,71.40037733017806,5.864884576803637,normal
MPL-0341,MP-510,Karnataka,Constituency-023,District-06,Sports Facility Project 0341,Sports Facility,2026-04-14,2026-05-10,2026-05-10,41.42,40.96,2026-11-06,,Delayed,AG012,V070,17.344476,76.882067,46.445978657927085,31.0945423633929,12.686128531556662,delay
MPL-0342,MP-030,Tamil Nadu,Constituency-063,District-17,Sanitation Project 0342,Sanitation,2026-02-26,2026-03-06,2026-03-06,52.41,53.35,2026-11-26,,Ongoing,AG007,V056,11.383603,78.98872,59.92311952548073,50.22038371616328,14.820736014857268,normal
MPL-0343,MP-076,Madhya Pradesh,Constituency-061,District-19,Sports Facility Project 0343,Sports Facility,2026-03-29,2026-04-18,2026-04-18,61.79,62.95,2026-12-04,,Ongoing,AG019,V042,24.697571,77.268648,47.65347795816988,16.18893186038952,4.783838545327405,low_expenditure
MPL-0344,MP-288,Rajasthan,Constituency-018,District-04,Sports Facility Project 0344,Sports Facility,2026-03-22,2026-04-10,2026-04-10,17.82,17.81,2027-01-10,,Ongoing,AG015,V023,28.070471,73.260548,69.76116142960235,79.22339103859468,21.536001992036592,cost_overrun
MPL-0345,MP-422,Tamil Nadu,Constituency-110,District-17,Water Supply Project 0345,Water Supply,2026-05-15,2026-06-04,2026-06-04,64.85,64.21,2027-01-10,,Ongoing,AG029,V038,11.305113,79.107207,68.63404497360285,60.37262562308808,49.06748387684965,normal
MPL-0346,MP-428,Madhya Pradesh,Constituency-006,District-02,Drainage Project 0346,Drainage,2026-03-31,2026-04-20,2026-04-20,25.84,25.01,2026-12-19,,Ongoing,AG009,V002,22.786474,75.837014,47.23236355222944,55.63691654107883,18.795358835920236,normal
MPL-0347,MP-368,Telangana,Constituency-038,District-08,Public Library Project 0347,Public Library,2026-06-03,2026-06-28,2026-06-28,40.58,38.41,2027-01-19,,Ongoing,AG013,V062,17.072476,79.316167,65.71678315415477,53.99008896700176,24.49969291723703,normal
MPL-0348,MP-476,Uttar Pradesh,Constituency-091,District-21,School Infrastructure Project 0348,School Infrastructure,2026-05-22,2026-05-27,2026-05-27,9.76,9.47,2027-04-21,2027-04-12,Completed,AG023,V059,28.58224,77.400043,77.45092542934653,84.6833042658365,4.40204424437181,normal
MPL-0349,MP-057,Tamil Nadu,Constituency-066,District-30,Public Library Project 0349,Public Library,2026-03-25,2026-04-20,2026-04-20,58.26,57.52,2026-12-25,2027-04-03,Completed,AG002,V038,10.024776,77.517767,66.63761521649607,59.1948366092559,35.25242885243956,normal
MPL-0350,MP-490,Telangana,Constituency-095,District-25,Health Facility Project 0350,Health Facility,2025-12-19,2026-01-11,2026-01-11,34.38,34.08,2026-10-11,,Ongoing,AG015,V080,16.594776,79.367767,73.76805125687514,74.10473184504168,38.40931277738883,cost_overrun
MPL-0351,MP-545,Rajasthan,Constituency-087,District-27,Health Facility Project 0351,Health Facility,2026-04-17,2026-05-09,2026-05-09,38.45,35.6,2027-04-28,,Under Review,AG012,V035,25.979314,76.283126,55.50475782891706,53.45779211584071,18.36136040235644,normal
MPL-0352,MP-210,Tamil Nadu,Constituency-067,District-21,Community Hall Project 0352,Community Hall,2026-01-18,2026-01-23,2026-01-23,36.13,33.95,2026-08-11,,Ongoing,AG007,V059,8.773403,78.06402,87.70410778086246,77.39694859847806,36.80279914455923,cost_overrun
MPL-0353,MP-352,Bihar,Constituency-084,District-21,School Infrastructure Project 0353,School Infrastructure,2026-03-19,2026-04-18,2026-04-18,61.12,56.37,2027-02-05,2027-01-08,Completed,AG016,V045,26.129314,87.403126,45.398336227701776,33.88314183534446,38.05280662832079,normal
MPL-0354,MP-152,Bihar,Constituency-046,District-10,Public Library Project 0354,Public Library,2026-02-28,2026-03-19,2026-03-19,17.5,17.62,2027-02-07,,Ongoing,AG015,V059,25.554376,87.619167,44.44554189897868,38.16570596694146,8.927152731262497,normal
MPL-0355,MP-452,Gujarat,Constituency-034,District-12,Public Library Project 0355,Public Library,2026-02-04,2026-02-14,2026-02-14,57.89,57.5,2027-02-10,,Ongoing,AG010,V024,20.86224,72.900043,43.44166400931037,36.675581145593455,15.62909063648606,payment_milestone_issue
MPL-0356,MP-328,Tamil Nadu,Constituency-020,District-01,Health Facility Project 0356,Health Facility,2026-03-28,2026-04-25,2026-04-25,78.23,76.56,2027-03-09,,Under Review,AG005,V048,13.130271,80.219348,41.68195128905675,30.23030580225765,56.91979718545035,normal
MPL-0357,MP-143,Uttar Pradesh,Constituency-087,District-18,Drainage Project 0357,Drainage,2026-05-19,2026-05-27,2026-05-27,18.59,18.26,2027-05-12,,Ongoing,AG029,V038,27.768062,78.760039,84.87844333593597,82.60476508868578,11.234426657368004,normal
MPL-0358,MP-090,Rajasthan,Constituency-066,District-13,Drainage Project 0358,Drainage,2026-03-14,2026-03-25,2026-03-25,51.79,48.76,2026-09-18,,Delayed,AG012,V012,29.559314,73.813126,63.95386131270163,12.089738759847783,32.013885788631555,delay
MPL-0359,MP-090,Bihar,Constituency-028,District-24,Road Project 0359,Road,2026-03-24,2026-04-12,2026-04-12,59.55,57.59,2026-11-15,,Under Review,AG030,V047,26.594776,85.547767,56.23619400341595,44.50439140772836,24.925396190160544,payment_milestone_issue
MPL-0360,MP-385,Madhya Pradesh,Constituency-012,District-01,Sanitation Project 0360,Sanitation,2026-03-30,2026-04-17,2026-04-17,68.16,67.19,2026-11-18,2026-10-10,Completed,AG006,V055,23.274676,77.460367,42.9001605617114,37.57124560974238,51.99449012512938,normal
MPL-0361,MP-475,Gujarat,Constituency-029,District-01,Public Library Project 0361,Public Library,2026-01-06,2026-02-05,2026-02-05,21.39,20.58,2026-09-24,2026-11-18,Completed,AG015,V073,23.070071,72.520048,65.46268095807886,54.391805075733295,14.157220765292324,normal
MPL-0362,MP-371,Madhya Pradesh,Constituency-075,District-16,Community Hall Project 0362,Community Hall,2026-03-25,2026-04-17,2026-04-17,43.42,43.23,2026-11-28,,Ongoing,AG021,V037,23.44224,76.440043,48.4612643835272,39.08706698110808,17.159068965857603,normal
MPL-0363,MP-430,Madhya Pradesh,Constituency-082,District-30,Community Hall Project 0363,Community Hall,2026-05-12,2026-05-28,2026-05-28,68.86,64.58,2026-11-28,2027-02-04,Completed,AG012,V066,22.029314,75.833126,38.21807166961984,33.25105612114451,70.23469169954785,cost_overrun
MPL-0364,MP-548,Karnataka,Constituency-075,District-12,Public Library Project 0364,Public Library,2026-01-16,2026-01-25,2026-01-25,62.19,60.93,2026-12-24,2026-07-28,Completed,AG007,V024,12.501114,76.828226,82.98437239521424,89.1744563205649,37.35207571967657,payment_milestone_issue
MPL-0365,MP-428,Tamil Nadu,Constituency-059,District-30,Drainage Project 0365,Drainage,2026-02-04,2026-02-11,2026-02-11,23.69,23.11,2026-09-05,,Ongoing,AG014,V044,10.057571,77.418648,80.73654551329406,86.22889375014731,12.620076662654837,normal
MPL-0366,MP-122,Maharashtra,Constituency-029,District-05,Drainage Project 0366,Drainage,2026-05-30,2026-06-26,2026-06-26,18.01,17.44,2027-01-27,,Delayed,AG012,V040,17.674676,75.954167,89.31699538879599,17.617106480292886,13.326934197080076,delay
MPL-0367,MP-526,Gujarat,Constituency-076,District-02,Water Supply Project 0367,Water Supply,2026-03-30,2026-04-19,2026-04-19,62.94,58.68,2026-11-09,,Delayed,AG005,V011,21.184976,72.878867,36.0343526125556,10.819817891913498,28.08196891177217,delay
MPL-0368,MP-357,Karnataka,Constituency-046,District-06,Sanitation Project 0368,Sanitation,2026-01-04,2026-01-25,2026-01-25,74.25,69.99,2026-08-24,2026-11-29,Completed,AG022,V002,17.309014,76.767426,84.56461769343423,76.62981783415792,87.1059250299839,cost_overrun
MPL-0369,MP-376,Bihar,Constituency-090,District-19,Sports Facility Project 0369,Sports Facility,2026-05-19,2026-05-29,2026-05-29,46.08,46.02,2026-11-28,,Under Review,AG003,V013,25.894776,86.647767,88.03450893984828,31.6830351074768,41.64103222147374,financial_physical_mismatch
MPL-0370,MP-042,Gujarat,Constituency-011,District-11,Health Facility Project 0370,Health Facility,2026-02-04,2026-02-24,2026-02-24,24.38,22.73,2027-01-01,2026-12-23,Completed,AG013,V055,20.624776,72.977767,89.15370127026301,79.87324012469689,27.85159056845666,cost_overrun
MPL-0371,MP-014,West Bengal,Constituency-087,District-16,Sanitation Project 0371,Sanitation,2026-02-01,2026-02-27,2026-02-27,37.32,38.38,2027-01-14,2026-09-20,Completed,AG022,V057,23.947571,87.478648,58.5378915100036,65.38691399927865,27.795562176982337,normal
MPL-0372,MP-414,Karnataka,Constituency-016,District-08,Community Hall Project 0372,Community Hall,2026-03-26,2026-04-13,2026-04-13,50.52,47.04,2027-04-05,2026-11-10,Completed,AG005,V051,15.154176,76.969167,85.8909673548007,95.4037405982273,13.373308202687848,normal
MPL-0373,MP-257,West Bengal,Constituency-063,District-16,Sports Facility Project 0373,Sports Facility,2026-03-21,2026-04-02,2026-04-02,56.0,57.37,2027-01-28,,Ongoing,AG009,V052,23.81224,87.510043,89.31377609557887,88.56489542711452,18.82357159934544,normal
MPL-0374,MP-533,Karnataka,Constituency-099,District-16,Road Project 0374,Road,2026-04-08,2026-05-08,2026-05-08,9.93,9.33,2027-04-26,,Ongoing,AG027,V009,14.634776,74.877767,68.25211582598268,63.44514531430934,3.82958138714629,normal
MPL-0375,MP-393,Madhya Pradesh,Constituency-058,District-11,Drainage Project 0375,Drainage,2026-05-02,2026-05-19,2026-05-19,66.28,64.92,2027-02-10,,Ongoing,AG017,V034,21.844776,76.397767,35.97187159502452,40.779099539571206,50.318007262552165,normal
MPL-0376,MP-488,Gujarat,Constituency-072,District-28,Public Library Project 0376,Public Library,2026-06-20,2026-06-30,2026-06-30,43.39,40.56,2027-02-07,,Under Review,AG022,V039,21.914776,70.777767,74.36477542966176,73.08878381705038,12.491362824605158,normal
MPL-0377,MP-350,Madhya Pradesh,Constituency-049,District-04,Sports Facility Project 0377,Sports Facility,2026-06-05,2026-06-23,2026-06-23,63.19,60.11,2027-03-20,,Ongoing,AG013,V079,26.197614,78.115926,38.37831848523084,39.36851361796774,19.111672371140862,estimate_revision
MPL-0378,MP-334,Tamil Nadu,Constituency-005,District-15,Road Project 0378,Road,2026-02-07,2026-03-05,2026-03-05,54.66,53.85,2026-10-31,,Ongoing,AG022,V032,11.919414,79.419226,85.07139602928996,74.51240122285633,22.164853957113387,payment_milestone_issue
MPL-0379,MP-515,Telangana,Constituency-104,District-25,Sanitation Project 0379,Sanitation,2026-05-05,2026-05-31,2026-05-31,78.98,75.94,2026-12-02,2027-03-14,Completed,AG001,V061,16.559314,79.253126,56.46654347131532,57.06239365699246,91.52862890643804,cost_overrun
MPL-0380,MP-095,Tamil Nadu,Constituency-092,District-28,Street Lighting Project 0380,Street Lighting,2026-05-20,2026-06-12,2026-06-12,68.51,67.07,2026-12-28,,Ongoing,AG007,V064,12.703236,79.671174,50.804555748280364,39.85024569276405,52.18050543865336,normal
MPL-0381,MP-425,Karnataka,Constituency-052,District-09,Sports Facility Project 0381,Sports Facility,2026-04-08,2026-05-02,2026-05-02,23.1,23.27,2027-02-15,2026-11-29,Completed,AG026,V068,14.37664,75.901843,70.83452474553616,65.47515906697296,15.73487515095478,normal
MPL-0382,MP-546,Bihar,Constituency-104,District-20,School Infrastructure Project 0382,School Infrastructure,2026-05-12,2026-06-10,2026-06-10,45.17,42.48,2027-06-05,2027-04-29,Completed,AG029,V003,25.909314,86.983126,62.456199725809725,64.99393647818997,29.16979425862408,normal
MPL-0383,MP-209,Maharashtra,Constituency-109,District-14,Public Library Project 0383,Public Library,2026-04-16,2026-04-29,2026-04-29,25.31,25.36,2026-12-02,,Ongoing,AG007,V047,19.004176,75.807867,77.10415450122328,83.67483840952602,11.854226135931563,normal
MPL-0384,MP-038,Uttar Pradesh,Constituency-026,District-06,Sports Facility Project 0384,Sports Facility,2026-02-18,2026-03-03,2026-03-03,18.8,17.35,2026-09-28,,Under Review,AG008,V052,28.999276,77.754167,78.83746181054104,73.6693543025039,8.800833422138327,normal
MPL-0385,MP-093,Uttar Pradesh,Constituency-051,District-27,Public Library Project 0385,Public Library,2026-04-07,2026-05-05,2026-05-05,11.98,12.2,2026-11-06,2027-04-01,Completed,AG006,V006,25.934776,80.847767,52.26476258105029,46.82030443225626,3.461119252168515,normal
MPL-0386,MP-400,West Bengal,Constituency-104,District-24,Public Library Project 0386,Public Library,2026-04-16,2026-05-14,2026-05-14,67.69,69.35,2027-04-29,2027-05-22,Completed,AG030,V016,22.16224,88.350043,86.23555938817044,11.834152501805598,10.740188862868033,low_expenditure
MPL-0387,MP-253,Gujarat,Constituency-036,District-29,Community Hall Project 0387,Community Hall,2026-02-10,2026-03-12,2026-03-12,37.4,37.96,2026-12-29,,Under Review,AG006,V028,22.029314,73.133126,38.07589714951606,37.81223649690472,44.62279073588811,cost_overrun
MPL-0388,MP-125,Tamil Nadu,Constituency-069,District-28,Sanitation Project 0388,Sanitation,2025-12-28,2026-01-09,2026-01-09,65.52,60.67,2026-12-24,2027-01-11,Completed,AG001,V078,12.728062,79.810039,85.46015086311212,88.23531990242762,23.302190326056788,estimate_revision
MPL-0389,MP-035,Telangana,Constituency-036,District-28,Sanitation Project 0389,Sanitation,2026-02-23,2026-03-02,2026-03-02,23.15,23.57,2026-11-13,,Under Review,AG010,V012,16.764776,77.647767,85.37399406832844,87.26375352676642,16.878892802716646,normal
MPL-0390,MP-029,Madhya Pradesh,Constituency-098,District-02,Street Lighting Project 0390,Street Lighting,2026-03-25,2026-04-19,2026-04-19,67.36,67.15,2026-11-10,2027-01-20,Completed,AG030,V043,22.693003,75.77172,62.84839826561658,58.5892378904622,38.21650531818336,normal
MPL-0391,MP-421,Gujarat,Constituency-102,District-11,Road Project 0391,Road,2026-05-22,2026-06-10,2026-06-10,30.59,28.42,2027-02-23,,Ongoing,AG013,V026,20.657571,72.878648,43.68023416942504,43.040283772547554,21.71066980572315,normal
MPL-0392,MP-022,Uttar Pradesh,Constituency-003,District-30,School Infrastructure Project 0392,School Infrastructure,2026-03-03,2026-03-25,2026-03-25,22.3,21.53,2026-12-02,,Ongoing,AG022,V076,25.514776,79.547767,45.00390895934537,52.2844892437996,16.163029418190114,normal
MPL-0393,MP-539,Karnataka,Constituency-056,District-25,Drainage Project 0393,Drainage,2026-06-10,2026-06-29,2026-06-29,11.58,11.44,2026-10-28,,Delayed,AG007,V034,13.387571,74.688648,68.02160020402579,24.181072473032497,8.668744861569802,delay
MPL-0394,MP-429,Rajasthan,Constituency-024,District-14,Water Supply Project 0394,Water Supply,2026-02-13,2026-03-15,2026-03-15,35.51,34.35,2027-01-15,,Ongoing,AG007,V035,29.934776,73.927767,46.3633274138313,39.10579256638226,23.59045025937677,normal
MPL-0395,MP-218,Uttar Pradesh,Constituency-092,District-13,Water Supply Project 0395,Water Supply,2026-02-06,2026-03-05,2026-03-05,49.97,49.53,2026-12-04,,Under Review,AG020,V058,27.464913,80.712507,39.71562706356952,38.03102244062812,35.258675523416684,normal
MPL-0396,MP-006,Karnataka,Constituency-033,District-17,Community Hall Project 0396,Community Hall,2025-12-21,2026-01-14,2026-01-14,75.04,72.92,2026-10-06,,Ongoing,AG018,V008,17.18224,77.130043,54.48659259692333,55.82683081541771,44.15448326723232,normal
MPL-0397,MP-146,Tamil Nadu,Constituency-034,District-04,School Infrastructure Project 0397,School Infrastructure,2025-12-27,2026-01-11,2026-01-11,20.91,19.63,2026-12-05,,Under Review,AG029,V072,10.763903,78.61872,62.10619051879631,57.56807870776736,23.818232894039976,cost_overrun
MPL-0398,MP-155,Uttar Pradesh,Constituency-072,District-28,Health Facility Project 0398,Health Facility,2026-02-16,2026-03-14,2026-03-14,52.13,52.33,2026-11-16,,Under Review,AG030,V056,25.494776,80.377767,49.50668672795219,44.39291367695149,37.84066337844438,payment_milestone_issue
MPL-0399,MP-366,Rajasthan,Constituency-091,District-18,School Infrastructure Project 0399,School Infrastructure,2026-01-27,2026-02-16,2026-02-16,41.86,39.26,2026-08-24,,Under Review,AG002,V030,25.664913,73.352507,60.69230619075628,51.24483522696853,28.44162690192851,normal
MPL-0400,MP-539,Gujarat,Constituency-099,District-19,Community Hall Project 0400,Community Hall,2026-02-12,2026-02-22,2026-02-22,21.01,19.72,2026-11-01,,Ongoing,AG012,V012,21.899021,73.464807,62.98057701618557,56.981991198903984,14.2412731886778,normal
