payment_id,project_id,vendor_id,payment_date,amount_lakh,payment_stage,payment_status,reference_number
PAY-03059,MPL-0364,V024,2026-08-24,1.43,Foundation,Processed,REF-0003059
PAY-03060,MPL-0364,V024,2026-02-25,1.21,Mobilization,Processed,REF-0003060
PAY-03061,MPL-0364,V024,2026-07-09,12.53,Mobilization,Processed,REF-0003061
PAY-03062,MPL-0364,V024,2026-04-13,3.23,Foundation,Processed,REF-0003062
PAY-03063,MPL-0365,V044,2026-12-09,0.28,Foundation,Processed,REF-0003063
PAY-03064,MPL-0365,V044,2026-09-22,5.94,Foundation,Processed,REF-0003064
PAY-03065,MPL-0365,V044,2026-09-27,0.2,Final,Processed,REF-0003065
PAY-03066,MPL-0365,V044,2026-12-08,0.15,Execution,Processed,REF-0003066
PAY-03067,MPL-0365,V044,2026-06-08,0.1,Mobilization,Processed,REF-0003067
PAY-03068,MPL-0365,V044,2026-03-26,0.82,Foundation,Processed,REF-0003068
PAY-03069,MPL-0365,V044,2026-03-12,0.93,Execution,Processed,REF-0003069
PAY-03070,MPL-0365,V044,2026-10-26,0.43,Mobilization,Processed,REF-0003070
PAY-03071,MPL-0365,V044,2026-06-13,0.72,Finishing,Processed,REF-0003071
PAY-03072,MPL-0365,V044,2026-05-16,1.46,Finishing,Processed,REF-0003072
PAY-03073,MPL-0365,V044,2026-04-20,1.6,Mobilization,Processed,REF-0003073
PAY-03074,MPL-0366,V040,2026-12-28,3.22,Final,Processed,REF-0003074
PAY-03075,MPL-0366,V040,2027-01-12,1.77,Finishing,Processed,REF-0003075
PAY-03076,MPL-0366,V040,2026-11-15,0.84,Final,Processed,REF-0003076
PAY-03077,MPL-0366,V040,2027-04-17,0.2,Final,Processed,REF-0003077
PAY-03078,MPL-0366,V040,2026-12-22,0.11,Execution,Processed,REF-0003078
PAY-03079,MPL-0366,V040,2027-04-01,0.06,Foundation,Processed,REF-0003079
PAY-03080,MPL-0366,V040,2027-05-03,1.12,Final,Processed,REF-0003080
PAY-03081,MPL-0366,V040,2026-11-25,1.67,Final,Processed,REF-0003081
PAY-03082,MPL-0366,V040,2026-11-08,0.72,Foundation,Processed,REF-0003082
PAY-03083,MPL-0366,V040,2026-07-17,0.06,Finishing,Processed,REF-0003083
PAY-03084,MPL-0366,V040,2027-03-10,0.78,Execution,Processed,REF-0003084
PAY-03085,MPL-0366,V040,2026-12-21,2.79,Final,Processed,REF-0003085
PAY-03086,MPL-0367,V011,2027-01-09,2.37,Finishing,Processed,REF-0003086
PAY-03087,MPL-0367,V011,2026-05-25,4.32,Final,Processed,REF-0003087
PAY-03088,MPL-0367,V011,2026-09-29,4.2,Execution,Processed,REF-0003088
PAY-03089,MPL-0367,V011,2026-06-22,7.01,Foundation,Processed,REF-0003089
PAY-03090,MPL-0367,V011,2027-02-07,3.83,Foundation,Processed,REF-0003090
PAY-03091,MPL-0367,V011,2026-08-19,3.59,Foundation,Processed,REF-0003091
PAY-03092,MPL-0367,V011,2026-12-22,0.7,Foundation,Processed,REF-0003092
PAY-03093,MPL-0367,V011,2026-06-18,0.16,Final,Processed,REF-0003093
PAY-03094,MPL-0367,V011,2027-01-12,1.9,Execution,Processed,REF-0003094
PAY-03095,MPL-0368,V002,2026-08-27,1.01,Finishing,Processed,REF-0003095
PAY-03096,MPL-0368,V002,2026-11-21,24.91,Execution,Processed,REF-0003096
PAY-03097,MPL-0368,V002,2026-07-07,2.6,Mobilization,Processed,REF-0003097
PAY-03098,MPL-0368,V002,2026-06-08,14.58,Foundation,Processed,REF-0003098
PAY-03099,MPL-0368,V002,2026-12-20,3.73,Finishing,Processed,REF-0003099
PAY-03100,MPL-0368,V002,2027-01-09,2.97,Mobilization,Processed,REF-0003100
PAY-03101,MPL-0368,V002,2026-07-14,20.81,Mobilization,Processed,REF-0003101
PAY-03102,MPL-0368,V002,2026-09-15,3.43,Finishing,Processed,REF-0003102
PAY-03103,MPL-0368,V002,2026-09-13,3.76,Foundation,Processed,REF-0003103
PAY-03104,MPL-0368,V002,2026-09-04,0.85,Finishing,Processed,REF-0003104
PAY-03105,MPL-0368,V002,2026-02-19,8.44,Execution,Processed,REF-0003105
PAY-03106,MPL-0369,V013,2026-08-07,1.62,Execution,Processed,REF-0003106
PAY-03107,MPL-0369,V013,2026-10-06,4.18,Finishing,Processed,REF-0003107
PAY-03108,MPL-0369,V013,2027-02-14,4.25,Finishing,Processed,REF-0003108
PAY-03109,MPL-0369,V013,2027-04-05,6.03,Foundation,Processed,REF-0003109
PAY-03110,MPL-0369,V013,2027-01-01,6.49,Finishing,Processed,REF-0003110
PAY-03111,MPL-0369,V013,2026-10-06,3.43,Execution,Processed,REF-0003111
PAY-03112,MPL-0369,V013,2026-10-10,1.91,Final,Processed,REF-0003112
PAY-03113,MPL-0369,V013,2026-08-31,8.62,Execution,Processed,REF-0003113
PAY-03114,MPL-0369,V013,2026-08-28,1.76,Final,Processed,REF-0003114
PAY-03115,MPL-0369,V013,2026-11-22,3.36,Final,Processed,REF-0003115
PAY-03116,MPL-0370,V055,2026-04-17,1.05,Mobilization,Processed,REF-0003116
PAY-03117,MPL-0370,V055,2026-04-17,3.96,Mobilization,Processed,REF-0003117
PAY-03118,MPL-0370,V055,2026-03-10,1.16,Foundation,Processed,REF-0003118
PAY-03119,MPL-0370,V055,2026-12-07,1.0,Finishing,Processed,REF-0003119
PAY-03120,MPL-0370,V055,2026-11-13,2.4,Mobilization,Processed,REF-0003120
PAY-03121,MPL-0370,V055,2027-01-31,1.89,Foundation,Processed,REF-0003121
PAY-03122,MPL-0370,V055,2026-04-01,0.23,Mobilization,Processed,REF-0003122
PAY-03123,MPL-0370,V055,2026-11-02,1.46,Foundation,Processed,REF-0003123
PAY-03124,MPL-0370,V055,2026-03-22,2.73,Foundation,Processed,REF-0003124
PAY-03125,MPL-0370,V055,2026-08-02,9.93,Execution,Processed,REF-0003125
PAY-03126,MPL-0370,V055,2026-09-04,2.04,Final,Processed,REF-0003126
PAY-03127,MPL-0371,V057,2026-03-29,2.59,Foundation,Processed,REF-0003127
PAY-03128,MPL-0371,V057,2026-08-14,1.44,Execution,Processed,REF-0003128
PAY-03129,MPL-0371,V057,2026-04-29,11.56,Mobilization,Processed,REF-0003129
PAY-03130,MPL-0371,V057,2027-01-01,9.45,Mobilization,Processed,REF-0003130
PAY-03131,MPL-0371,V057,2026-03-29,1.49,Final,Processed,REF-0003131
PAY-03132,MPL-0371,V057,2026-03-09,1.26,Foundation,Processed,REF-0003132
PAY-03133,MPL-0372,V051,2026-11-09,3.86,Finishing,Processed,REF-0003133
PAY-03134,MPL-0372,V051,2026-06-17,1.16,Execution,Processed,REF-0003134
PAY-03135,MPL-0372,V051,2027-02-20,1.12,Execution,Processed,REF-0003135
PAY-03136,MPL-0372,V051,2027-03-04,0.51,Final,Processed,REF-0003136
PAY-03137,MPL-0372,V051,2026-05-29,0.94,Final,Processed,REF-0003137
PAY-03138,MPL-0372,V051,2026-09-15,1.72,Foundation,Processed,REF-0003138
PAY-03139,MPL-0372,V051,2026-05-26,4.06,Finishing,Processed,REF-0003139
PAY-03140,MPL-0373,V052,2026-07-01,1.97,Final,Processed,REF-0003140
PAY-03141,MPL-0373,V052,2026-05-31,1.91,Finishing,Processed,REF-0003141
PAY-03142,MPL-0373,V052,2027-02-16,1.61,Foundation,Processed,REF-0003142
PAY-03143,MPL-0373,V052,2026-09-04,3.13,Mobilization,Processed,REF-0003143
PAY-03144,MPL-0373,V052,2026-10-30,0.96,Execution,Processed,REF-0003144
PAY-03145,MPL-0373,V052,2027-03-18,3.2,Foundation,Processed,REF-0003145
PAY-03146,MPL-0373,V052,2026-12-10,5.85,Finishing,Processed,REF-0003146
PAY-03147,MPL-0373,V052,2026-10-12,0.15,Final,Processed,REF-0003147
PAY-03148,MPL-0373,V052,2026-09-15,0.05,Execution,Processed,REF-0003148
PAY-03149,MPL-0374,V009,2026-12-18,0.03,Foundation,Processed,REF-0003149
PAY-03150,MPL-0374,V009,2026-10-23,0.28,Execution,Processed,REF-0003150
PAY-03151,MPL-0374,V009,2026-09-02,0.7,Foundation,Processed,REF-0003151
PAY-03152,MPL-0374,V009,2027-01-09,0.0,Foundation,Processed,REF-0003152
PAY-03153,MPL-0374,V009,2026-08-05,1.0,Mobilization,Processed,REF-0003153
PAY-03154,MPL-0374,V009,2026-06-27,0.04,Mobilization,Processed,REF-0003154
PAY-03155,MPL-0374,V009,2027-03-14,0.67,Mobilization,Processed,REF-0003155
PAY-03156,MPL-0374,V009,2026-08-01,0.24,Mobilization,Processed,REF-0003156
PAY-03157,MPL-0374,V009,2027-01-02,0.39,Foundation,Processed,REF-0003157
PAY-03158,MPL-0374,V009,2026-08-02,0.26,Mobilization,Processed,REF-0003158
PAY-03159,MPL-0374,V009,2026-10-09,0.23,Execution,Processed,REF-0003159
PAY-03160,MPL-0375,V034,2027-03-21,8.85,Foundation,Processed,REF-0003160
PAY-03161,MPL-0375,V034,2027-01-30,6.93,Finishing,Processed,REF-0003161
PAY-03162,MPL-0375,V034,2026-12-24,3.25,Mobilization,Processed,REF-0003162
PAY-03163,MPL-0375,V034,2027-04-23,0.58,Final,Processed,REF-0003163
PAY-03164,MPL-0375,V034,2027-03-25,0.6,Execution,Processed,REF-0003164
PAY-03165,MPL-0375,V034,2026-09-13,7.95,Finishing,Processed,REF-0003165
PAY-03166,MPL-0375,V034,2027-04-29,3.7,Mobilization,Processed,REF-0003166
PAY-03167,MPL-0375,V034,2026-12-01,3.23,Foundation,Processed,REF-0003167
PAY-03168,MPL-0375,V034,2026-12-15,5.61,Foundation,Processed,REF-0003168
PAY-03169,MPL-0375,V034,2026-11-21,9.62,Mobilization,Processed,REF-0003169
PAY-03170,MPL-0376,V039,2026-07-26,2.67,Execution,Processed,REF-0003170
PAY-03171,MPL-0376,V039,2027-01-25,3.87,Foundation,Processed,REF-0003171
PAY-03172,MPL-0376,V039,2027-03-21,3.9,Finishing,Processed,REF-0003172
PAY-03173,MPL-0376,V039,2027-06-12,1.19,Finishing,Processed,REF-0003173
PAY-03174,MPL-0376,V039,2026-12-22,0.86,Finishing,Processed,REF-0003174
PAY-03175,MPL-0377,V079,2026-12-17,3.76,Finishing,Processed,REF-0003175
PAY-03176,MPL-0377,V079,2027-06-05,1.1,Execution,Processed,REF-0003176
PAY-03177,MPL-0377,V079,2027-04-19,5.43,Foundation,Processed,REF-0003177
PAY-03178,MPL-0377,V079,2026-07-06,0.17,Foundation,Processed,REF-0003178
PAY-03179,MPL-0377,V079,2026-11-08,0.14,Finishing,Processed,REF-0003179
PAY-03180,MPL-0377,V079,2026-08-19,6.09,Finishing,Processed,REF-0003180
PAY-03181,MPL-0377,V079,2026-12-21,2.43,Foundation,Processed,REF-0003181
PAY-03182,MPL-0378,V032,2026-05-25,2.74,Foundation,Processed,REF-0003182
PAY-03183,MPL-0378,V032,2026-12-02,8.07,Final,Processed,REF-0003183
PAY-03184,MPL-0378,V032,2026-11-23,6.4,Execution,Processed,REF-0003184
PAY-03185,MPL-0378,V032,2026-06-26,4.35,Foundation,Processed,REF-0003185
PAY-03186,MPL-0378,V032,2026-10-14,0.6,Mobilization,Processed,REF-0003186
PAY-03187,MPL-0379,V061,2027-04-29,19.44,Execution,Processed,REF-0003187
PAY-03188,MPL-0379,V061,2026-12-02,23.36,Final,Processed,REF-0003188
PAY-03189,MPL-0379,V061,2026-12-17,2.2,Execution,Processed,REF-0003189
PAY-03190,MPL-0379,V061,2026-06-11,22.09,Mobilization,Processed,REF-0003190
PAY-03191,MPL-0379,V061,2027-02-12,24.44,Final,Processed,REF-0003191
PAY-03192,MPL-0380,V064,2026-10-08,5.39,Foundation,Processed,REF-0003192
PAY-03193,MPL-0380,V064,2026-12-09,7.22,Final,Processed,REF-0003193
PAY-03194,MPL-0380,V064,2026-11-09,3.26,Final,Processed,REF-0003194
PAY-03195,MPL-0380,V064,2027-01-08,2.24,Final,Processed,REF-0003195
PAY-03196,MPL-0380,V064,2027-04-20,8.66,Final,Processed,REF-0003196
PAY-03197,MPL-0380,V064,2027-05-01,13.39,Foundation,Processed,REF-0003197
PAY-03198,MPL-0380,V064,2027-01-30,7.18,Mobilization,Processed,REF-0003198
PAY-03199,MPL-0380,V064,2027-02-09,4.85,Final,Processed,REF-0003199
PAY-03200,MPL-0381,V068,2027-02-11,0.56,Finishing,Processed,REF-0003200
PAY-03201,MPL-0381,V068,2026-06-03,0.18,Execution,Processed,REF-0003201
PAY-03202,MPL-0381,V068,2026-10-29,1.91,Mobilization,Processed,REF-0003202
PAY-03203,MPL-0381,V068,2026-12-06,0.16,Final,Processed,REF-0003203
PAY-03204,MPL-0381,V068,2027-03-29,2.72,Mobilization,Processed,REF-0003204
PAY-03205,MPL-0381,V068,2027-01-09,1.56,Finishing,Processed,REF-0003205
PAY-03206,MPL-0381,V068,2027-01-04,4.57,Final,Processed,REF-0003206
PAY-03207,MPL-0381,V068,2027-02-28,1.18,Foundation,Processed,REF-0003207
PAY-03208,MPL-0381,V068,2026-10-20,2.9,Final,Processed,REF-0003208
PAY-03209,MPL-0382,V003,2027-02-05,2.69,Execution,Processed,REF-0003209
PAY-03210,MPL-0382,V003,2026-11-20,0.02,Mobilization,Processed,REF-0003210
PAY-03211,MPL-0382,V003,2026-10-15,0.26,Final,Processed,REF-0003211
PAY-03212,MPL-0382,V003,2026-10-28,1.2,Finishing,Processed,REF-0003212
PAY-03213,MPL-0382,V003,2026-11-02,7.46,Mobilization,Processed,REF-0003213
PAY-03214,MPL-0382,V003,2027-03-18,0.55,Foundation,Processed,REF-0003214
PAY-03215,MPL-0382,V003,2026-07-10,4.33,Foundation,Processed,REF-0003215
PAY-03216,MPL-0382,V003,2027-02-05,12.65,Foundation,Processed,REF-0003216
PAY-03217,MPL-0383,V047,2026-05-10,1.81,Finishing,Processed,REF-0003217
PAY-03218,MPL-0383,V047,2026-06-02,0.32,Mobilization,Processed,REF-0003218
PAY-03219,MPL-0383,V047,2026-09-26,2.77,Final,Processed,REF-0003219
PAY-03220,MPL-0383,V047,2027-02-12,0.11,Finishing,Processed,REF-0003220
PAY-03221,MPL-0383,V047,2026-05-17,0.73,Final,Processed,REF-0003221
PAY-03222,MPL-0383,V047,2027-04-01,2.53,Execution,Processed,REF-0003222
PAY-03223,MPL-0383,V047,2027-03-12,1.19,Mobilization,Processed,REF-0003223
PAY-03224,MPL-0383,V047,2027-01-18,0.62,Final,Processed,REF-0003224
PAY-03225,MPL-0383,V047,2026-08-26,0.4,Final,Processed,REF-0003225
PAY-03226,MPL-0383,V047,2027-04-12,0.54,Final,Processed,REF-0003226
PAY-03227,MPL-0383,V047,2026-10-03,0.82,Mobilization,Processed,REF-0003227
PAY-03228,MPL-0384,V052,2026-09-28,0.23,Final,Processed,REF-0003228
PAY-03229,MPL-0384,V052,2026-08-28,2.1,Foundation,Processed,REF-0003229
PAY-03230,MPL-0384,V052,2026-12-17,1.63,Foundation,Processed,REF-0003230
PAY-03231,MPL-0384,V052,2026-03-20,1.24,Finishing,Processed,REF-0003231
PAY-03232,MPL-0384,V052,2026-04-22,0.33,Execution,Processed,REF-0003232
PAY-03233,MPL-0384,V052,2027-02-07,0.71,Foundation,Processed,REF-0003233
PAY-03234,MPL-0384,V052,2026-11-13,1.41,Mobilization,Processed,REF-0003234
PAY-03235,MPL-0384,V052,2026-05-02,1.15,Foundation,Processed,REF-0003235
PAY-03236,MPL-0385,V006,2026-08-09,0.34,Execution,Processed,REF-0003236
PAY-03237,MPL-0385,V006,2026-09-23,0.07,Finishing,Processed,REF-0003237
PAY-03238,MPL-0385,V006,2026-08-05,0.05,Finishing,Processed,REF-0003238
PAY-03239,MPL-0385,V006,2026-08-27,0.54,Foundation,Processed,REF-0003239
PAY-03240,MPL-0385,V006,2026-11-16,0.64,Mobilization,Processed,REF-0003240
PAY-03241,MPL-0385,V006,2026-10-09,1.19,Execution,Processed,REF-0003241
PAY-03242,MPL-0385,V006,2027-02-16,0.22,Final,Processed,REF-0003242
PAY-03243,MPL-0385,V006,2027-04-07,0.11,Mobilization,Processed,REF-0003243
PAY-03244,MPL-0385,V006,2026-06-23,0.3,Foundation,Processed,REF-0003244
PAY-03245,MPL-0386,V016,2026-05-25,1.14,Foundation,Processed,REF-0003245
PAY-03246,MPL-0386,V016,2026-06-26,0.37,Execution,Processed,REF-0003246
PAY-03247,MPL-0386,V016,2026-08-23,2.91,Mobilization,Processed,REF-0003247
PAY-03248,MPL-0386,V016,2027-01-10,1.85,Execution,Processed,REF-0003248
PAY-03249,MPL-0386,V016,2026-07-25,3.33,Final,Processed,REF-0003249
PAY-03250,MPL-0386,V016,2027-02-21,1.13,Finishing,Processed,REF-0003250
PAY-03251,MPL-0387,V028,2026-11-23,3.34,Final,Processed,REF-0003251
PAY-03252,MPL-0387,V028,2026-08-11,5.42,Mobilization,Processed,REF-0003252
PAY-03253,MPL-0387,V028,2026-09-20,17.78,Mobilization,Processed,REF-0003253
PAY-03254,MPL-0387,V028,2026-09-18,0.35,Foundation,Processed,REF-0003254
PAY-03255,MPL-0387,V028,2026-10-06,13.84,Foundation,Processed,REF-0003255
PAY-03256,MPL-0387,V028,2026-12-26,3.9,Execution,Processed,REF-0003256
PAY-03257,MPL-0388,V078,2026-12-02,8.42,Mobilization,Processed,REF-0003257
PAY-03258,MPL-0388,V078,2026-02-20,7.08,Foundation,Processed,REF-0003258
PAY-03259,MPL-0388,V078,2026-04-03,1.87,Execution,Processed,REF-0003259
PAY-03260,MPL-0388,V078,2026-04-11,5.17,Final,Processed,REF-0003260
PAY-03261,MPL-0388,V078,2026-10-19,0.76,Foundation,Processed,REF-0003261
PAY-03262,MPL-0389,V012,2027-01-29,3.56,Execution,Processed,REF-0003262
PAY-03263,MPL-0389,V012,2026-03-27,0.82,Execution,Processed,REF-0003263
PAY-03264,MPL-0389,V012,2026-09-27,0.96,Finishing,Processed,REF-0003264
PAY-03265,MPL-0389,V012,2026-05-04,1.92,Final,Processed,REF-0003265
PAY-03266,MPL-0389,V012,2026-10-04,2.7,Foundation,Processed,REF-0003266
PAY-03267,MPL-0389,V012,2026-06-05,0.42,Foundation,Processed,REF-0003267
PAY-03268,MPL-0389,V012,2027-01-23,1.7,Finishing,Processed,REF-0003268
PAY-03269,MPL-0389,V012,2027-01-06,0.78,Mobilization,Processed,REF-0003269
PAY-03270,MPL-0389,V012,2026-07-06,0.72,Finishing,Processed,REF-0003270
PAY-03271,MPL-0389,V012,2026-12-22,1.84,Finishing,Processed,REF-0003271
PAY-03272,MPL-0389,V012,2026-09-26,0.77,Execution,Processed,REF-0003272
PAY-03273,MPL-0389,V012,2027-02-03,0.67,Execution,Processed,REF-0003273
PAY-03274,MPL-0390,V043,2026-05-20,12.13,Mobilization,Processed,REF-0003274
PAY-03275,MPL-0390,V043,2026-12-16,0.72,Foundation,Processed,REF-0003275
PAY-03276,MPL-0390,V043,2026-04-30,7.56,Final,Processed,REF-0003276
PAY-03277,MPL-0390,V043,2026-10-27,1.92,Mobilization,Processed,REF-0003277
PAY-03278,MPL-0390,V043,2027-04-04,0.1,Execution,Processed,REF-0003278
PAY-03279,MPL-0390,V043,2027-03-27,1.22,Execution,Processed,REF-0003279
PAY-03280,MPL-0390,V043,2026-11-27,6.26,Mobilization,Processed,REF-0003280
PAY-03281,MPL-0390,V043,2026-10-07,8.29,Finishing,Processed,REF-0003281
PAY-03282,MPL-0391,V026,2026-08-27,0.09,Mobilization,Processed,REF-0003282
PAY-03283,MPL-0391,V026,2027-04-20,0.16,Final,Processed,REF-0003283
PAY-03284,MPL-0391,V026,2027-04-03,10.18,Mobilization,Processed,REF-0003284
PAY-03285,MPL-0391,V026,2027-04-19,0.33,Foundation,Processed,REF-0003285
PAY-03286,MPL-0391,V026,2027-02-17,9.82,Finishing,Processed,REF-0003286
PAY-03287,MPL-0391,V026,2027-03-30,1.13,Final,Processed,REF-0003287
PAY-03288,MPL-0392,V076,2026-06-04,2.8,Final,Processed,REF-0003288
PAY-03289,MPL-0392,V076,2026-04-20,0.77,Execution,Processed,REF-0003289
PAY-03290,MPL-0392,V076,2026-08-07,4.07,Execution,Processed,REF-0003290
PAY-03291,MPL-0392,V076,2027-01-03,2.51,Finishing,Processed,REF-0003291
PAY-03292,MPL-0392,V076,2026-09-01,1.07,Mobilization,Processed,REF-0003292
PAY-03293,MPL-0392,V076,2026-05-28,0.17,Mobilization,Processed,REF-0003293
PAY-03294,MPL-0392,V076,2026-09-04,2.75,Foundation,Processed,REF-0003294
PAY-03295,MPL-0392,V076,2026-08-14,2.0,Finishing,Processed,REF-0003295
PAY-03296,MPL-0392,V076,2026-06-21,0.01,Execution,Processed,REF-0003296
PAY-03297,MPL-0392,V076,2026-09-25,0.02,Finishing,Processed,REF-0003297
PAY-03298,MPL-0393,V034,2027-04-06,1.78,Execution,Processed,REF-0003298
PAY-03299,MPL-0393,V034,2026-08-16,0.32,Finishing,Processed,REF-0003299
PAY-03300,MPL-0393,V034,2026-12-13,1.09,Execution,Processed,REF-0003300
PAY-03301,MPL-0393,V034,2027-02-02,0.65,Mobilization,Processed,REF-0003301
PAY-03302,MPL-0393,V034,2026-07-22,2.14,Execution,Processed,REF-0003302
PAY-03303,MPL-0393,V034,2026-12-23,2.68,Foundation,Processed,REF-0003303
PAY-03304,MPL-0394,V035,2026-06-03,13.82,Final,Processed,REF-0003304
PAY-03305,MPL-0394,V035,2027-01-27,0.4,Final,Processed,REF-0003305
PAY-03306,MPL-0394,V035,2026-05-15,4.78,Execution,Processed,REF-0003306
PAY-03307,MPL-0394,V035,2026-05-22,0.74,Mobilization,Processed,REF-0003307
PAY-03308,MPL-0394,V035,2026-08-07,2.15,Execution,Processed,REF-0003308
PAY-03309,MPL-0394,V035,2026-09-03,1.69,Mobilization,Processed,REF-0003309
PAY-03310,MPL-0395,V058,2027-01-04,0.09,Foundation,Processed,REF-0003310
PAY-03311,MPL-0395,V058,2027-01-07,13.16,Mobilization,Processed,REF-0003311
PAY-03312,MPL-0395,V058,2026-07-11,0.4,Mobilization,Processed,REF-0003312
PAY-03313,MPL-0395,V058,2026-08-03,5.68,Execution,Processed,REF-0003313
PAY-03314,MPL-0395,V058,2026-12-21,7.49,Final,Processed,REF-0003314
PAY-03315,MPL-0395,V058,2026-04-24,7.73,Final,Processed,REF-0003315
PAY-03316,MPL-0395,V058,2027-01-04,0.71,Final,Processed,REF-0003316
PAY-03317,MPL-0396,V008,2026-11-02,3.32,Execution,Processed,REF-0003317
PAY-03318,MPL-0396,V008,2026-03-16,9.88,Finishing,Processed,REF-0003318
PAY-03319,MPL-0396,V008,2026-02-13,2.01,Execution,Processed,REF-0003319
PAY-03320,MPL-0396,V008,2026-08-27,3.52,Mobilization,Processed,REF-0003320
PAY-03321,MPL-0396,V008,2026-12-26,1.78,Execution,Processed,REF-0003321
PAY-03322,MPL-0396,V008,2026-06-10,3.48,Mobilization,Processed,REF-0003322
PAY-03323,MPL-0396,V008,2026-04-04,12.23,Mobilization,Processed,REF-0003323
PAY-03324,MPL-0396,V008,2026-03-13,3.39,Final,Processed,REF-0003324
PAY-03325,MPL-0396,V008,2026-01-26,4.54,Mobilization,Processed,REF-0003325
PAY-03326,MPL-0397,V072,2026-02-11,1.51,Finishing,Processed,REF-0003326
PAY-03327,MPL-0397,V072,2026-07-24,1.8,Finishing,Processed,REF-0003327
PAY-03328,MPL-0397,V072,2026-10-25,0.04,Mobilization,Processed,REF-0003328
PAY-03329,MPL-0397,V072,2026-06-05,0.97,Foundation,Processed,REF-0003329
PAY-03330,MPL-0397,V072,2026-11-19,1.67,Final,Processed,REF-0003330
PAY-03331,MPL-0397,V072,2026-05-27,2.93,Mobilization,Processed,REF-0003331
PAY-03332,MPL-0397,V072,2026-07-11,1.75,Foundation,Processed,REF-0003332
PAY-03333,MPL-0397,V072,2026-04-25,1.2,Final,Processed,REF-0003333
PAY-03334,MPL-0397,V072,2026-03-15,1.43,Mobilization,Processed,REF-0003334
PAY-03335,MPL-0397,V072,2026-09-18,0.81,Foundation,Processed,REF-0003335
PAY-03336,MPL-0397,V072,2026-03-26,7.54,Foundation,Processed,REF-0003336
PAY-03337,MPL-0397,V072,2026-10-08,2.15,Foundation,Processed,REF-0003337
PAY-03338,MPL-0398,V056,2026-03-26,0.04,Final,Processed,REF-0003338
PAY-03339,MPL-0398,V056,2026-08-10,0.07,Final,Processed,REF-0003339
PAY-03340,MPL-0398,V056,2026-06-28,12.03,Finishing,Processed,REF-0003340
PAY-03341,MPL-0398,V056,2026-12-29,0.83,Foundation,Processed,REF-0003341
PAY-03342,MPL-0398,V056,2026-04-23,5.46,Finishing,Processed,REF-0003342
PAY-03343,MPL-0398,V056,2026-07-10,0.2,Final,Processed,REF-0003343
PAY-03344,MPL-0398,V056,2026-10-08,8.46,Foundation,Processed,REF-0003344
PAY-03345,MPL-0398,V056,2026-12-19,6.91,Execution,Processed,REF-0003345
PAY-03346,MPL-0398,V056,2026-09-16,2.82,Foundation,Processed,REF-0003346
PAY-03347,MPL-0398,V056,2026-10-17,0.03,Final,Processed,REF-0003347
PAY-03348,MPL-0398,V056,2026-10-20,0.99,Final,Processed,REF-0003348
PAY-03349,MPL-0399,V030,2026-07-13,1.7,Foundation,Processed,REF-0003349
PAY-03350,MPL-0399,V030,2027-01-07,2.0,Mobilization,Processed,REF-0003350
PAY-03351,MPL-0399,V030,2026-09-29,1.15,Execution,Processed,REF-0003351
PAY-03352,MPL-0399,V030,2027-01-23,0.11,Final,Processed,REF-0003352
PAY-03353,MPL-0399,V030,2026-11-07,2.9,Mobilization,Processed,REF-0003353
PAY-03354,MPL-0399,V030,2026-04-25,2.41,Finishing,Processed,REF-0003354
PAY-03355,MPL-0399,V030,2026-12-25,1.08,Foundation,Processed,REF-0003355
PAY-03356,MPL-0399,V030,2026-07-05,0.13,Foundation,Processed,REF-0003356
PAY-03357,MPL-0399,V030,2026-12-18,16.97,Foundation,Processed,REF-0003357
PAY-03358,MPL-0400,V012,2026-07-09,2.7,Foundation,Processed,REF-0003358
PAY-03359,MPL-0400,V012,2026-03-24,5.79,Foundation,Processed,REF-0003359
PAY-03360,MPL-0400,V012,2026-07-09,2.47,Mobilization,Processed,REF-0003360
PAY-03361,MPL-0400,V012,2026-04-09,0.18,Finishing,Processed,REF-0003361
PAY-03362,MPL-0400,V012,2026-05-11,1.52,Foundation,Processed,REF-0003362
PAY-03363,MPL-0400,V012,2026-07-23,1.58,Mobilization,Processed,REF-0003363
PAY-03364,MPL-0401,V043,2026-12-16,11.1,Foundation,Processed,REF-0003364
PAY-03365,MPL-0401,V043,2026-03-14,6.47,Mobilization,Processed,REF-0003365
PAY-03366,MPL-0401,V043,2026-08-16,1.96,Mobilization,Processed,REF-0003366
PAY-03367,MPL-0401,V043,2026-07-10,20.91,Foundation,Processed,REF-0003367
PAY-03368,MPL-0401,V043,2026-09-02,2.36,Foundation,Processed,REF-0003368
PAY-03369,MPL-0402,V001,2027-03-02,15.29,Mobilization,Processed,REF-0003369
PAY-03370,MPL-0402,V001,2026-10-10,13.42,Execution,Processed,REF-0003370
PAY-03371,MPL-0402,V001,2026-11-01,0.51,Finishing,Processed,REF-0003371
PAY-03372,MPL-0402,V001,2027-03-08,0.9,Final,Processed,REF-0003372
PAY-03373,MPL-0402,V001,2026-08-23,1.61,Finishing,Processed,REF-0003373
PAY-03374,MPL-0402,V001,2027-03-10,2.63,Foundation,Processed,REF-0003374
PAY-03375,MPL-0402,V001,2027-02-24,1.81,Foundation,Processed,REF-0003375
PAY-03376,MPL-0403,V078,2026-11-03,4.27,Execution,Processed,REF-0003376
PAY-03377,MPL-0403,V078,2026-07-23,1.57,Foundation,Processed,REF-0003377
