progress_id,project_id,update_date,milestone,planned_progress_pct,physical_progress_pct,financial_progress_pct,remarks
PR-01863,MPL-0380,2026-07-27,Foundation,14.52,13.33,22.23,Routine progress update
PR-01864,MPL-0380,2026-09-10,Execution,21.77,22.07,33.34,Routine progress update
PR-01865,MPL-0380,2026-10-25,Finishing,29.03,22.99,44.46,Routine progress update
PR-01866,MPL-0380,2026-12-09,Inspection,36.29,40.16,55.57,Routine progress update
PR-01867,MPL-0380,2027-01-23,Completion,43.55,35.38,66.69,Routine progress update
PR-01868,MPL-0380,2027-03-09,Completion,50.8,47.22,77.8,Routine progress update
PR-01869,MPL-0381,2026-05-02,Planning,17.71,7.04,16.9,Routine progress update
PR-01870,MPL-0381,2026-06-16,Foundation,35.42,38.14,33.81,Routine progress update
PR-01871,MPL-0381,2026-07-31,Execution,53.13,48.38,50.71,Routine progress update
PR-01872,MPL-0381,2026-09-14,Finishing,70.83,57.68,67.62,Routine progress update
PR-01873,MPL-0382,2026-06-10,Planning,12.49,14.68,13.73,Routine progress update
PR-01874,MPL-0382,2026-07-25,Foundation,24.98,24.79,27.47,Routine progress update
PR-01875,MPL-0382,2026-09-08,Execution,37.47,41.32,41.2,Routine progress update
PR-01876,MPL-0382,2026-10-23,Finishing,49.96,56.04,54.93,Routine progress update
PR-01877,MPL-0382,2026-12-07,Inspection,62.46,59.04,68.67,Routine progress update
PR-01878,MPL-0383,2026-04-29,Planning,15.42,20.79,9.35,Routine progress update
PR-01879,MPL-0383,2026-06-13,Foundation,30.84,33.5,18.7,Routine progress update
PR-01880,MPL-0383,2026-07-28,Execution,46.26,55.62,28.05,Routine progress update
PR-01881,MPL-0383,2026-09-11,Finishing,61.68,66.12,37.4,Routine progress update
PR-01882,MPL-0383,2026-10-26,Inspection,77.1,81.79,46.74,Routine progress update
PR-01883,MPL-0384,2026-03-03,Planning,15.77,14.84,10.15,Routine progress update
PR-01884,MPL-0384,2026-04-17,Foundation,31.53,29.88,20.29,Routine progress update
PR-01885,MPL-0384,2026-06-01,Execution,47.3,41.55,30.44,Routine progress update
PR-01886,MPL-0384,2026-07-16,Finishing,63.07,56.95,40.58,Routine progress update
PR-01887,MPL-0384,2026-08-30,Inspection,78.84,68.76,50.73,Routine progress update
PR-01888,MPL-0385,2026-05-05,Planning,7.47,4.95,4.05,Routine progress update
PR-01889,MPL-0385,2026-06-19,Foundation,14.93,16.08,8.11,Routine progress update
PR-01890,MPL-0385,2026-08-03,Execution,22.4,19.52,12.16,Routine progress update
PR-01891,MPL-0385,2026-09-17,Finishing,29.87,30.79,16.21,Routine progress update
PR-01892,MPL-0385,2026-11-01,Inspection,37.33,32.7,20.26,Routine progress update
PR-01893,MPL-0385,2026-12-16,Completion,44.8,34.41,24.32,Routine progress update
PR-01894,MPL-0385,2027-01-30,Completion,52.26,49.21,28.37,Routine progress update
PR-01895,MPL-0386,2026-05-14,Planning,12.32,0.0,2.21,Routine progress update
PR-01896,MPL-0386,2026-06-28,Foundation,24.64,2.45,4.42,Routine progress update
PR-01897,MPL-0386,2026-08-12,Execution,36.96,10.02,6.64,Routine progress update
PR-01898,MPL-0386,2026-09-26,Finishing,49.28,2.12,8.85,Routine progress update
PR-01899,MPL-0386,2026-11-10,Inspection,61.6,9.11,11.06,Routine progress update
PR-01900,MPL-0386,2026-12-25,Completion,73.92,9.98,13.27,Routine progress update
PR-01901,MPL-0386,2027-02-08,Completion,86.24,14.64,15.49,Routine progress update
PR-01902,MPL-0387,2026-03-12,Planning,5.44,8.82,16.79,Routine progress update
PR-01903,MPL-0387,2026-04-26,Foundation,10.88,11.86,33.59,Routine progress update
PR-01904,MPL-0387,2026-06-10,Execution,16.32,14.76,50.38,Routine progress update
PR-01905,MPL-0387,2026-07-25,Finishing,21.76,23.5,67.17,Routine progress update
PR-01906,MPL-0387,2026-09-08,Inspection,27.2,32.35,83.97,Routine progress update
PR-01907,MPL-0387,2026-10-23,Completion,32.64,32.3,100.0,Routine progress update
PR-01908,MPL-0387,2026-12-07,Completion,38.08,36.74,100.0,Routine progress update
PR-01909,MPL-0388,2026-01-09,Planning,17.09,19.2,7.68,Routine progress update
PR-01910,MPL-0388,2026-02-23,Foundation,34.18,35.45,15.36,Routine progress update
PR-01911,MPL-0388,2026-04-09,Execution,51.28,47.59,23.04,Routine progress update
PR-01912,MPL-0388,2026-05-24,Finishing,68.37,71.55,30.73,Routine progress update
PR-01913,MPL-0388,2026-07-08,Inspection,85.46,82.85,38.41,Routine progress update
PR-01914,MPL-0389,2026-03-02,Planning,21.34,23.31,17.9,Routine progress update
PR-01915,MPL-0389,2026-04-16,Foundation,42.69,40.44,35.81,Routine progress update
PR-01916,MPL-0389,2026-05-31,Execution,64.03,65.6,53.71,Routine progress update
PR-01917,MPL-0389,2026-07-15,Finishing,85.37,88.83,71.61,Routine progress update
PR-01918,MPL-0390,2026-04-19,Planning,12.57,21.53,11.38,Routine progress update
PR-01919,MPL-0390,2026-06-03,Foundation,25.14,26.41,22.76,Routine progress update
PR-01920,MPL-0390,2026-07-18,Execution,37.71,40.61,34.15,Routine progress update
PR-01921,MPL-0390,2026-09-01,Finishing,50.28,54.36,45.53,Routine progress update
PR-01922,MPL-0390,2026-10-16,Inspection,62.85,60.55,56.91,Routine progress update
PR-01923,MPL-0391,2026-06-10,Planning,10.92,11.9,19.1,Routine progress update
PR-01924,MPL-0391,2026-07-25,Foundation,21.84,17.25,38.2,Routine progress update
PR-01925,MPL-0391,2026-09-08,Execution,32.76,31.81,57.29,Routine progress update
PR-01926,MPL-0391,2026-10-23,Finishing,43.68,40.15,76.39,Routine progress update
PR-01927,MPL-0392,2026-03-25,Planning,6.43,5.86,10.72,Routine progress update
PR-01928,MPL-0392,2026-05-09,Foundation,12.86,22.42,21.45,Routine progress update
PR-01929,MPL-0392,2026-06-23,Execution,19.29,22.87,32.17,Routine progress update
PR-01930,MPL-0392,2026-08-07,Finishing,25.72,26.37,42.9,Routine progress update
PR-01931,MPL-0392,2026-09-21,Inspection,32.15,42.84,53.62,Routine progress update
PR-01932,MPL-0392,2026-11-05,Completion,38.57,48.64,64.35,Routine progress update
PR-01933,MPL-0392,2026-12-20,Completion,45.0,56.32,75.07,Routine progress update
PR-01934,MPL-0393,2026-06-29,Planning,11.34,0.0,12.63,Routine progress update
PR-01935,MPL-0393,2026-08-13,Foundation,22.67,15.86,25.26,Routine progress update
PR-01936,MPL-0393,2026-09-27,Execution,34.01,9.86,37.89,Routine progress update
PR-01937,MPL-0393,2026-11-11,Finishing,45.35,19.23,50.52,Routine progress update
PR-01938,MPL-0393,2026-12-26,Inspection,56.68,30.25,63.15,Routine progress update
PR-01939,MPL-0393,2027-02-09,Completion,68.02,32.8,75.78,Routine progress update
PR-01940,MPL-0394,2026-03-15,Planning,15.45,9.13,22.89,Routine progress update
PR-01941,MPL-0394,2026-04-29,Foundation,30.91,20.29,45.78,Routine progress update
PR-01942,MPL-0394,2026-06-13,Execution,46.36,44.83,68.68,Routine progress update
PR-01943,MPL-0395,2026-03-05,Planning,13.24,13.25,23.73,Routine progress update
PR-01944,MPL-0395,2026-04-19,Foundation,26.48,23.35,47.46,Routine progress update
PR-01945,MPL-0395,2026-06-03,Execution,39.72,40.52,71.19,Routine progress update
PR-01946,MPL-0396,2026-01-14,Planning,13.62,13.31,15.14,Routine progress update
PR-01947,MPL-0396,2026-02-28,Foundation,27.24,30.72,30.28,Routine progress update
PR-01948,MPL-0396,2026-04-14,Execution,40.86,42.14,45.41,Routine progress update
PR-01949,MPL-0396,2026-05-29,Finishing,54.49,58.72,60.55,Routine progress update
PR-01950,MPL-0397,2026-01-11,Planning,8.87,4.65,17.33,Routine progress update
PR-01951,MPL-0397,2026-02-25,Foundation,17.74,22.15,34.67,Routine progress update
PR-01952,MPL-0397,2026-04-11,Execution,26.62,27.46,52.0,Routine progress update
PR-01953,MPL-0397,2026-05-26,Finishing,35.49,35.48,69.33,Routine progress update
PR-01954,MPL-0397,2026-07-10,Inspection,44.36,36.65,86.67,Routine progress update
PR-01955,MPL-0397,2026-08-24,Completion,53.23,56.14,100.0,Routine progress update
PR-01956,MPL-0397,2026-10-08,Completion,62.11,57.51,100.0,Routine progress update
PR-01957,MPL-0398,2026-03-14,Planning,16.5,17.71,24.1,Routine progress update
PR-01958,MPL-0398,2026-04-28,Foundation,33.0,28.3,48.21,Routine progress update
PR-01959,MPL-0398,2026-06-12,Execution,49.51,45.44,72.31,Routine progress update
PR-01960,MPL-0399,2026-02-16,Planning,20.23,18.27,24.15,Routine progress update
PR-01961,MPL-0399,2026-04-02,Foundation,40.46,22.88,48.3,Routine progress update
PR-01962,MPL-0399,2026-05-17,Execution,60.69,53.57,72.44,Routine progress update
PR-01963,MPL-0400,2026-02-22,Planning,9.0,16.0,10.32,Routine progress update
PR-01964,MPL-0400,2026-04-08,Foundation,17.99,18.44,20.63,Routine progress update
PR-01965,MPL-0400,2026-05-23,Execution,26.99,20.59,30.95,Routine progress update
PR-01966,MPL-0400,2026-07-07,Finishing,35.99,35.16,41.27,Routine progress update
PR-01967,MPL-0400,2026-08-21,Inspection,44.99,44.94,51.58,Routine progress update
PR-01968,MPL-0400,2026-10-05,Completion,53.98,50.89,61.9,Routine progress update
PR-01969,MPL-0400,2026-11-19,Completion,62.98,56.69,72.22,Routine progress update
PR-01970,MPL-0401,2026-01-07,Planning,14.17,13.45,18.85,Routine progress update
PR-01971,MPL-0401,2026-02-21,Foundation,28.34,27.85,37.71,Routine progress update
PR-01972,MPL-0401,2026-04-07,Execution,42.51,46.04,56.56,Routine progress update
PR-01973,MPL-0401,2026-05-22,Finishing,56.68,52.04,75.41,Routine progress update
PR-01974,MPL-0402,2026-03-26,Planning,13.22,12.75,15.98,Routine progress update
PR-01975,MPL-0402,2026-05-10,Foundation,26.44,34.86,31.96,Routine progress update
PR-01976,MPL-0402,2026-06-24,Execution,39.65,49.26,47.94,Routine progress update
PR-01977,MPL-0402,2026-08-08,Finishing,52.87,51.05,63.92,Routine progress update
PR-01978,MPL-0403,2026-04-08,Planning,14.68,11.33,4.95,Routine progress update
PR-01979,MPL-0403,2026-05-23,Foundation,29.36,30.62,9.91,Routine progress update
PR-01980,MPL-0403,2026-07-07,Execution,44.04,51.13,14.86,Routine progress update
PR-01981,MPL-0403,2026-08-21,Finishing,58.72,56.1,19.82,Routine progress update
PR-01982,MPL-0403,2026-10-05,Inspection,73.4,79.05,24.77,Routine progress update
PR-01983,MPL-0403,2026-11-19,Completion,88.08,93.22,29.73,Routine progress update
PR-01984,MPL-0404,2026-04-21,Planning,18.25,12.35,14.83,Routine progress update
PR-01985,MPL-0404,2026-06-05,Foundation,36.5,7.38,29.65,Routine progress update
PR-01986,MPL-0404,2026-07-20,Execution,54.75,21.51,44.48,Routine progress update
PR-01987,MPL-0405,2026-06-11,Planning,29.51,28.9,19.77,Routine progress update
PR-01988,MPL-0405,2026-07-26,Foundation,59.02,66.82,39.55,Routine progress update
PR-01989,MPL-0405,2026-09-09,Execution,88.53,93.8,59.32,Routine progress update
PR-01990,MPL-0406,2026-02-02,Planning,9.11,0.0,10.59,Routine progress update
PR-01991,MPL-0406,2026-03-19,Foundation,18.22,8.0,21.19,Routine progress update
PR-01992,MPL-0406,2026-05-03,Execution,27.33,5.32,31.78,Routine progress update
PR-01993,MPL-0406,2026-06-17,Finishing,36.44,13.16,42.37,Routine progress update
PR-01994,MPL-0406,2026-08-01,Inspection,45.55,10.51,52.97,Routine progress update
PR-01995,MPL-0406,2026-09-15,Completion,54.66,17.96,63.56,Routine progress update
PR-01996,MPL-0406,2026-10-30,Completion,63.77,17.78,74.15,Routine progress update
PR-01997,MPL-0407,2026-05-09,Planning,6.41,18.31,17.88,Routine progress update
PR-01998,MPL-0407,2026-06-23,Foundation,12.82,10.33,35.76,Routine progress update
PR-01999,MPL-0407,2026-08-07,Execution,19.23,17.34,53.64,Routine progress update
PR-02000,MPL-0407,2026-09-21,Finishing,25.64,19.16,71.52,Routine progress update
PR-02001,MPL-0407,2026-11-05,Inspection,32.05,26.36,89.4,Routine progress update
PR-02002,MPL-0407,2026-12-20,Completion,38.46,20.81,100.0,Routine progress update
PR-02003,MPL-0407,2027-02-03,Completion,44.88,38.75,100.0,Routine progress update
PR-02004,MPL-0408,2026-06-04,Planning,12.88,9.76,6.24,Routine progress update
PR-02005,MPL-0408,2026-07-19,Foundation,25.76,10.36,12.47,Routine progress update
PR-02006,MPL-0408,2026-09-02,Execution,38.63,7.9,18.71,Routine progress update
PR-02007,MPL-0408,2026-10-17,Finishing,51.51,14.34,24.95,Routine progress update
PR-02008,MPL-0408,2026-12-01,Inspection,64.39,12.21,31.18,Routine progress update
PR-02009,MPL-0409,2026-03-19,Planning,8.23,9.82,15.29,Routine progress update
PR-02010,MPL-0409,2026-05-03,Foundation,16.46,7.78,30.58,Routine progress update
PR-02011,MPL-0409,2026-06-17,Execution,24.69,17.59,45.86,Routine progress update
PR-02012,MPL-0409,2026-08-01,Finishing,32.92,22.99,61.15,Routine progress update
PR-02013,MPL-0409,2026-09-15,Inspection,41.16,35.46,76.44,Routine progress update
PR-02014,MPL-0410,2026-04-29,Planning,7.36,6.26,10.37,Routine progress update
PR-02015,MPL-0410,2026-06-13,Foundation,14.71,15.07,20.75,Routine progress update
PR-02016,MPL-0410,2026-07-28,Execution,22.07,19.93,31.12,Routine progress update
PR-02017,MPL-0410,2026-09-11,Finishing,29.42,29.1,41.49,Routine progress update
PR-02018,MPL-0410,2026-10-26,Inspection,36.78,28.62,51.86,Routine progress update
PR-02019,MPL-0410,2026-12-10,Completion,44.14,42.97,62.24,Routine progress update
PR-02020,MPL-0411,2026-01-27,Planning,14.47,6.25,13.92,Routine progress update
PR-02021,MPL-0411,2026-03-13,Foundation,28.93,31.81,27.83,Routine progress update
PR-02022,MPL-0411,2026-04-27,Execution,43.4,39.11,41.75,Routine progress update
PR-02023,MPL-0411,2026-06-11,Finishing,57.86,54.8,55.67,Routine progress update
PR-02024,MPL-0412,2026-05-16,Planning,5.5,8.87,6.73,Routine progress update
PR-02025,MPL-0412,2026-06-30,Foundation,11.0,15.43,13.46,Routine progress update
PR-02026,MPL-0412,2026-08-14,Execution,16.5,22.2,20.19,Routine progress update
PR-02027,MPL-0412,2026-09-28,Finishing,22.0,20.82,26.92,Routine progress update
PR-02028,MPL-0412,2026-11-12,Inspection,27.5,38.75,33.65,Routine progress update
PR-02029,MPL-0412,2026-12-27,Completion,32.99,35.94,40.38,Routine progress update
PR-02030,MPL-0412,2027-02-10,Completion,38.49,43.07,47.11,Routine progress update
PR-02031,MPL-0413,2026-03-01,Planning,13.41,16.28,17.41,Routine progress update
PR-02032,MPL-0413,2026-04-15,Foundation,26.83,26.3,34.83,Routine progress update
PR-02033,MPL-0413,2026-05-30,Execution,40.24,42.41,52.24,Routine progress update
PR-02034,MPL-0413,2026-07-14,Finishing,53.65,46.27,69.65,Routine progress update
PR-02035,MPL-0414,2026-06-09,Planning,23.9,21.98,11.86,Routine progress update
PR-02036,MPL-0414,2026-07-24,Foundation,47.79,42.56,23.72,Routine progress update
PR-02037,MPL-0414,2026-09-07,Execution,71.69,60.49,35.57,Routine progress update
PR-02038,MPL-0415,2026-04-02,Planning,21.05,9.93,7.09,Routine progress update
PR-02039,MPL-0415,2026-05-17,Foundation,42.1,35.6,14.19,Routine progress update
PR-02040,MPL-0415,2026-07-01,Execution,63.15,54.52,21.28,Routine progress update
PR-02041,MPL-0415,2026-08-15,Finishing,84.2,71.43,28.37,Routine progress update
PR-02042,MPL-0416,2026-03-10,Planning,17.06,7.29,6.92,Routine progress update
PR-02043,MPL-0416,2026-04-24,Foundation,34.12,35.64,13.84,Routine progress update
PR-02044,MPL-0416,2026-06-08,Execution,51.18,41.34,20.75,Routine progress update
PR-02045,MPL-0416,2026-07-23,Finishing,68.24,57.64,27.67,Routine progress update
PR-02046,MPL-0417,2026-01-27,Planning,14.18,3.12,6.75,Routine progress update
PR-02047,MPL-0417,2026-03-13,Foundation,28.37,31.9,13.49,Routine progress update
PR-02048,MPL-0417,2026-04-27,Execution,42.55,36.41,20.24,Routine progress update
PR-02049,MPL-0417,2026-06-11,Finishing,56.74,51.43,26.99,Routine progress update
PR-02050,MPL-0417,2026-07-26,Inspection,70.92,68.28,33.74,Routine progress update
PR-02051,MPL-0417,2026-09-09,Completion,85.1,73.85,40.48,Routine progress update
PR-02052,MPL-0418,2026-03-04,Planning,5.67,8.98,9.29,Routine progress update
PR-02053,MPL-0418,2026-04-18,Foundation,11.34,2.01,18.57,Routine progress update
PR-02054,MPL-0418,2026-06-02,Execution,17.01,17.58,27.86,Routine progress update
PR-02055,MPL-0418,2026-07-17,Finishing,22.68,26.79,37.15,Routine progress update
PR-02056,MPL-0418,2026-08-31,Inspection,28.35,23.31,46.43,Routine progress update
PR-02057,MPL-0418,2026-10-15,Completion,34.02,35.23,55.72,Routine progress update
PR-02058,MPL-0418,2026-11-29,Completion,39.69,43.22,65.01,Routine progress update
PR-02059,MPL-0419,2026-04-28,Planning,7.33,4.55,5.11,Routine progress update
PR-02060,MPL-0419,2026-06-12,Foundation,14.65,9.79,10.21,Routine progress update
PR-02061,MPL-0419,2026-07-27,Execution,21.98,13.11,15.32,Routine progress update
PR-02062,MPL-0419,2026-09-10,Finishing,29.31,20.23,20.42,Routine progress update
PR-02063,MPL-0419,2026-10-25,Inspection,36.64,24.58,25.53,Routine progress update
PR-02064,MPL-0420,2026-06-19,Planning,12.68,10.45,9.62,Routine progress update
PR-02065,MPL-0420,2026-08-03,Foundation,25.36,32.89,19.24,Routine progress update
PR-02066,MPL-0420,2026-09-17,Execution,38.05,38.98,28.86,Routine progress update
PR-02067,MPL-0420,2026-11-01,Finishing,50.73,57.23,38.49,Routine progress update
PR-02068,MPL-0420,2026-12-16,Inspection,63.41,70.39,48.11,Routine progress update
PR-02069,MPL-0420,2027-01-30,Completion,76.09,90.28,57.73,Routine progress update
PR-02070,MPL-0420,2027-03-16,Completion,88.78,96.32,67.35,Routine progress update
PR-02071,MPL-0421,2026-05-16,Planning,11.91,11.94,10.77,Routine progress update
PR-02072,MPL-0421,2026-06-30,Foundation,23.82,23.99,21.54,Routine progress update
PR-02073,MPL-0421,2026-08-14,Execution,35.72,37.19,32.31,Routine progress update
PR-02074,MPL-0421,2026-09-28,Finishing,47.63,39.57,43.08,Routine progress update
PR-02075,MPL-0421,2026-11-12,Inspection,59.54,49.58,53.85,Routine progress update
PR-02076,MPL-0422,2026-03-27,Planning,8.39,6.1,23.54,Routine progress update
PR-02077,MPL-0422,2026-05-11,Foundation,16.77,29.65,47.08,Routine progress update
PR-02078,MPL-0422,2026-06-25,Execution,25.16,36.59,70.61,Routine progress update
PR-02079,MPL-0422,2026-08-09,Finishing,33.54,41.23,94.15,Routine progress update
PR-02080,MPL-0422,2026-09-23,Inspection,41.93,59.48,100.0,Routine progress update
PR-02081,MPL-0423,2026-01-16,Planning,6.97,7.33,12.48,Routine progress update
PR-02082,MPL-0423,2026-03-02,Foundation,13.94,18.38,24.96,Routine progress update
PR-02083,MPL-0423,2026-04-16,Execution,20.9,23.27,37.45,Routine progress update
PR-02084,MPL-0423,2026-05-31,Finishing,27.87,32.56,49.93,Routine progress update
PR-02085,MPL-0423,2026-07-15,Inspection,34.84,39.88,62.41,Routine progress update
PR-02086,MPL-0423,2026-08-29,Completion,41.81,44.75,74.89,Routine progress update
PR-02087,MPL-0424,2026-03-18,Planning,22.17,23.56,15.01,Routine progress update
PR-02088,MPL-0424,2026-05-02,Foundation,44.33,41.25,30.01,Routine progress update
PR-02089,MPL-0424,2026-06-16,Execution,66.5,61.69,45.02,Routine progress update
PR-02090,MPL-0425,2026-04-16,Planning,7.03,7.09,4.86,Routine progress update
PR-02091,MPL-0425,2026-05-31,Foundation,14.05,8.0,9.71,Routine progress update
PR-02092,MPL-0425,2026-07-15,Execution,21.08,24.28,14.57,Routine progress update
PR-02093,MPL-0425,2026-08-29,Finishing,28.1,22.2,19.43,Routine progress update
PR-02094,MPL-0425,2026-10-13,Inspection,35.13,30.52,24.28,Routine progress update
PR-02095,MPL-0425,2026-11-27,Completion,42.15,37.42,29.14,Routine progress update
PR-02096,MPL-0426,2026-02-11,Planning,20.06,24.59,17.4,Routine progress update
PR-02097,MPL-0426,2026-03-28,Foundation,40.12,49.98,34.8,Routine progress update
PR-02098,MPL-0426,2026-05-12,Execution,60.17,73.76,52.2,Routine progress update
PR-02099,MPL-0427,2026-01-29,Planning,10.63,8.16,6.86,Routine progress update
PR-02100,MPL-0427,2026-03-15,Foundation,21.25,24.62,13.72,Routine progress update
PR-02101,MPL-0427,2026-04-29,Execution,31.88,26.1,20.58,Routine progress update
PR-02102,MPL-0427,2026-06-13,Finishing,42.5,37.58,27.44,Routine progress update
PR-02103,MPL-0427,2026-07-28,Inspection,53.13,43.74,34.3,Routine progress update
PR-02104,MPL-0427,2026-09-11,Completion,63.75,51.65,41.16,Routine progress update
PR-02105,MPL-0428,2026-05-06,Planning,13.81,17.52,9.23,Routine progress update
PR-02106,MPL-0428,2026-06-20,Foundation,27.62,39.17,18.46,Routine progress update
PR-02107,MPL-0428,2026-08-04,Execution,41.44,38.58,27.69,Routine progress update
PR-02108,MPL-0428,2026-09-18,Finishing,55.25,58.23,36.91,Routine progress update
PR-02109,MPL-0428,2026-11-02,Inspection,69.06,65.41,46.14,Routine progress update
PR-02110,MPL-0428,2026-12-17,Completion,82.87,80.02,55.37,Routine progress update
PR-02111,MPL-0429,2026-04-26,Planning,7.56,15.39,8.6,Routine progress update
PR-02112,MPL-0429,2026-06-10,Foundation,15.11,12.42,17.21,Routine progress update
PR-02113,MPL-0429,2026-07-25,Execution,22.67,19.71,25.81,Routine progress update
PR-02114,MPL-0429,2026-09-08,Finishing,30.22,33.07,34.41,Routine progress update
PR-02115,MPL-0429,2026-10-23,Inspection,37.78,44.43,43.01,Routine progress update
PR-02116,MPL-0429,2026-12-07,Completion,45.33,51.98,51.62,Routine progress update
PR-02117,MPL-0429,2027-01-21,Completion,52.89,59.93,60.22,Routine progress update
PR-02118,MPL-0430,2026-01-07,Planning,7.43,7.88,18.14,Routine progress update
PR-02119,MPL-0430,2026-02-21,Foundation,14.85,18.63,36.28,Routine progress update
PR-02120,MPL-0430,2026-04-07,Execution,22.28,11.57,54.42,Routine progress update
PR-02121,MPL-0430,2026-05-22,Finishing,29.71,27.96,72.55,Routine progress update
PR-02122,MPL-0430,2026-07-06,Inspection,37.13,38.33,90.69,Routine progress update
PR-02123,MPL-0430,2026-08-20,Completion,44.56,49.26,100.0,Routine progress update
PR-02124,MPL-0430,2026-10-04,Completion,51.99,60.14,100.0,Routine progress update
PR-02125,MPL-0431,2026-02-22,Planning,22.29,15.37,17.76,Routine progress update
PR-02126,MPL-0431,2026-04-08,Foundation,44.58,43.65,35.52,Routine progress update
PR-02127,MPL-0431,2026-05-23,Execution,66.88,54.93,53.28,Routine progress update
PR-02128,MPL-0432,2026-03-07,Planning,11.06,8.33,28.01,Routine progress update
PR-02129,MPL-0432,2026-04-21,Foundation,22.12,20.03,56.03,Routine progress update
PR-02130,MPL-0432,2026-06-05,Execution,33.19,25.75,84.04,Routine progress update
PR-02131,MPL-0432,2026-07-20,Finishing,44.25,39.86,100.0,Routine progress update
PR-02132,MPL-0433,2026-02-06,Planning,12.4,1.09,1.15,Routine progress update
PR-02133,MPL-0433,2026-03-23,Foundation,24.8,3.86,2.31,Routine progress update
PR-02134,MPL-0433,2026-05-07,Execution,37.19,12.33,3.46,Routine progress update
PR-02135,MPL-0433,2026-06-21,Finishing,49.59,7.78,4.61,Routine progress update
PR-02136,MPL-0433,2026-08-05,Inspection,61.99,14.54,5.77,Routine progress update
PR-02137,MPL-0433,2026-09-19,Completion,74.39,9.61,6.92,Routine progress update
PR-02138,MPL-0433,2026-11-03,Completion,86.79,26.23,8.07,Routine progress update
PR-02139,MPL-0434,2026-01-05,Planning,8.12,13.9,23.61,Routine progress update
PR-02140,MPL-0434,2026-02-19,Foundation,16.23,29.15,47.23,Routine progress update
PR-02141,MPL-0434,2026-04-05,Execution,24.35,32.57,70.84,Routine progress update
PR-02142,MPL-0434,2026-05-20,Finishing,32.47,31.78,94.46,Routine progress update
PR-02143,MPL-0434,2026-07-04,Inspection,40.58,48.04,100.0,Routine progress update
PR-02144,MPL-0435,2026-05-18,Planning,9.32,7.12,18.98,Routine progress update
PR-02145,MPL-0435,2026-07-02,Foundation,18.65,27.9,37.97,Routine progress update
PR-02146,MPL-0435,2026-08-16,Execution,27.97,27.98,56.95,Routine progress update
PR-02147,MPL-0435,2026-09-30,Finishing,37.3,38.58,75.94,Routine progress update
PR-02148,MPL-0436,2026-05-30,Planning,12.87,4.34,5.95,Routine progress update
PR-02149,MPL-0436,2026-07-14,Foundation,25.75,19.61,11.9,Routine progress update
PR-02150,MPL-0436,2026-08-28,Execution,38.62,29.59,17.85,Routine progress update
PR-02151,MPL-0436,2026-10-12,Finishing,51.5,38.08,23.8,Routine progress update
PR-02152,MPL-0436,2026-11-26,Inspection,64.37,61.87,29.75,Routine progress update
PR-02153,MPL-0437,2026-04-26,Planning,17.93,12.42,28.31,Routine progress update
PR-02154,MPL-0437,2026-06-10,Foundation,35.86,22.26,56.62,Routine progress update
PR-02155,MPL-0437,2026-07-25,Execution,53.79,37.27,84.93,Routine progress update
PR-02156,MPL-0438,2026-06-16,Planning,11.54,12.96,8.66,Routine progress update
PR-02157,MPL-0438,2026-07-31,Foundation,23.08,20.87,17.32,Routine progress update
PR-02158,MPL-0438,2026-09-14,Execution,34.61,29.0,25.98,Routine progress update
PR-02159,MPL-0438,2026-10-29,Finishing,46.15,44.52,34.65,Routine progress update
PR-02160,MPL-0438,2026-12-13,Inspection,57.69,65.69,43.31,Routine progress update
PR-02161,MPL-0438,2027-01-27,Completion,69.23,66.58,51.97,Routine progress update
PR-02162,MPL-0438,2027-03-13,Completion,80.76,84.95,60.63,Routine progress update
PR-02163,MPL-0439,2026-04-24,Planning,16.82,23.71,39.7,Routine progress update
PR-02164,MPL-0439,2026-06-08,Foundation,33.64,40.3,79.41,Routine progress update
PR-02165,MPL-0439,2026-07-23,Execution,50.46,60.33,100.0,Routine progress update
PR-02166,MPL-0440,2026-06-13,Planning,15.63,16.19,8.82,Routine progress update
PR-02167,MPL-0440,2026-07-28,Foundation,31.26,28.65,17.63,Routine progress update
PR-02168,MPL-0440,2026-09-11,Execution,46.89,47.14,26.45,Routine progress update
PR-02169,MPL-0440,2026-10-26,Finishing,62.52,50.11,35.27,Routine progress update
PR-02170,MPL-0441,2026-03-12,Planning,14.72,16.17,9.59,Routine progress update
PR-02171,MPL-0441,2026-04-26,Foundation,29.45,23.14,19.19,Routine progress update
PR-02172,MPL-0441,2026-06-10,Execution,44.17,37.33,28.78,Routine progress update
PR-02173,MPL-0441,2026-07-25,Finishing,58.89,60.51,38.38,Routine progress update
PR-02174,MPL-0441,2026-09-08,Inspection,73.62,78.21,47.97,Routine progress update
PR-02175,MPL-0441,2026-10-23,Completion,88.34,97.77,57.57,Routine progress update
PR-02176,MPL-0442,2026-03-12,Planning,9.15,12.04,1.74,Routine progress update
PR-02177,MPL-0442,2026-04-26,Foundation,18.29,10.0,3.49,Routine progress update
PR-02178,MPL-0442,2026-06-10,Execution,27.44,9.99,5.23,Routine progress update
PR-02179,MPL-0442,2026-07-25,Finishing,36.59,10.09,6.97,Routine progress update
PR-02180,MPL-0442,2026-09-08,Inspection,45.73,5.68,8.72,Routine progress update
PR-02181,MPL-0442,2026-10-23,Completion,54.88,13.58,10.46,Routine progress update
PR-02182,MPL-0443,2026-01-20,Planning,5.49,10.91,3.78,Routine progress update
